,FSC-A,SSC-A,HLA-DR,CD3,CD45,CD14,CD56,CD19,CD11c,Population
0,-0.8745216098226193,-0.08432137829869055,-0.6413865193573532,-1.3118331722604937,-2.2574780742922296,-0.057360584752318686,3.072476402306081,-1.1510618711784564,-0.12503233589268994,Other cells
1,-0.767408684177803,-0.43214741657446515,1.4245078951923147,-1.1651811859974917,-0.48108619381084416,-0.6839976500035903,-0.5388870059952852,2.109315210210971,0.0036411109155181564,B_cells
2,0.5573379087439632,-0.12138397645839143,-1.0950236841365244,0.3451733249348762,0.9046902790986039,-0.4217642371100107,0.31569957049478314,-0.6742813350596123,-0.7116681487541391,T_cells
3,-1.5010285447377882,-0.3855161888530056,-0.7148151284683582,0.0254670635666609,0.1837483888586658,0.2793074890828727,-0.12740235370977307,-0.23022482629932575,1.9006221615116983,T_cells
4,-0.6790810579211584,-0.7625801207795196,1.579315553893337,-1.1350822167509926,-1.2331280631926398,-0.6419271291933539,-0.28008163793642327,1.9027418613791733,-0.06679506056566999,B_cells
5,-0.914689210524593,-0.12092035314494784,1.4547978359038107,-0.6823452366859142,-0.46670734146458853,0.177599985463287,-1.0934054938466597,1.6107157086695636,-0.38536206744881446,B_cells
6,-0.5520212679157425,-0.5885908314479373,1.9315244745620375,-0.8899729996283514,-0.3859013975156224,-0.7231086281574378,-0.2396104550950553,1.9920921869334791,0.0400801554409322,B_cells
7,-0.026384716353450806,-0.3379420231663269,1.3312179364245873,-1.2072033399798692,-1.1564573521125578,-0.49586589381941054,0.07504916969220002,1.859044909920004,-1.872622071458501,B_cells
8,-0.4371758784412493,-0.584992027288784,1.0916652373319613,-2.249209035934493,-1.066792366999611,-0.5666467598529422,-0.3413437779936884,1.709733272420158,-1.5737479237655507,B_cells
9,-0.45536764363193283,-0.47977431544734095,1.1591939226263084,-1.4162230483063392,0.1704938217560629,-0.9353105205467311,-0.6724872384553371,1.9469602278877092,0.5288717127257782,B_cells
10,-0.9341152834042911,0.13892829537511422,-0.9804917101090634,0.5506651533587128,0.7725030068222503,-0.6348766403203873,1.590393136294252,-0.5052225066460463,-0.6649964678059376,Other cells
11,-0.9316443495333032,0.3524577422949709,2.0018966447525703,-1.493073199815953,0.3054223521721683,-0.0820067280052919,-0.2826455566030574,1.6344850689103168,0.4580339070479315,B_cells
12,0.055349695551215244,-0.5572662899066289,-0.9000756083789789,0.8087966142939091,0.997889161139949,-0.6760989277944348,0.22885498881052402,-0.32871797613086173,0.13642550731730113,T_cells
13,-0.9610894999234305,-0.5825682728591352,-0.7381107132457806,1.0346690403377312,0.5075708129743861,0.21431328026398286,-0.42007031551554586,-0.3091618425024983,-0.9359101887647172,T_cells
14,-0.27768008212867656,0.061583888092160095,0.564886056432837,-1.3312163000301185,-1.0383552369682045,0.6482204003012453,-0.4969920884796945,-0.47006648808090945,2.8788173325331763,Monocytes
15,0.4507663512050588,-0.1610914654496962,-0.10684199789458322,0.5599077898444647,-0.07194321534838342,-0.4417852092702663,-0.1415077046723422,-0.5164996050905476,-0.39842292170231924,T_cells
16,0.04635973910293497,-0.3721644890879673,-0.6574745871673542,0.6945432064091672,0.6218047600324943,0.046597879095866594,0.20858585873127167,-0.4731456502411155,0.1434342466518255,T_cells
17,-0.1781929696374259,0.3770742795719328,-1.1028177368865644,-1.1402742025272312,-0.8029905733913981,-0.19195372383884945,2.782656907652372,-0.49212570684159784,0.6391453986345225,Other cells
18,0.2559254195451032,1.971803000689265,0.9550817029892439,-0.9811198091006711,-0.09829194295868597,2.9107740072104753,0.825387454962814,-1.0175949635009591,1.887002641975558,Monocytes
19,-1.014251674037009,0.531467959785174,-0.8527194601139582,-1.5098615630467824,-1.126344086822576,-0.04926088168937858,3.0951110783490643,-0.4406424331151551,-0.24881520398283513,Other cells
20,-0.3178671002091814,-0.508153429868231,-0.2901597293357434,0.8146315302697689,0.40512528320363056,-0.042411887937896596,-0.034600774665814675,-0.29556130491356813,-0.5337459024721843,T_cells
21,-0.3504529391238093,-0.5951402074286016,-1.0061683115657716,0.6412278422663786,-0.5252952993142056,-0.8544586432742765,-0.5760239234412652,-0.5554958818021017,-0.8080343361778622,T_cells
22,-0.8141002342546068,-0.0928204245033387,-0.5443291216281715,0.37738181422825784,0.08128962475395611,-0.39426339344485256,-0.03265454366564901,-0.288756012540199,-0.5490097625912329,T_cells
23,0.3649974717402222,-0.03170995002742268,0.0958633133304962,0.4781912588891639,0.3368450314883075,-0.1840817755570886,2.9894178766342114,-0.5115352524018885,-0.11015792061251756,Other cells
24,-0.47238799025511374,-0.6140560729151092,-0.28916946089111517,0.6187391312280156,0.8873303541801838,-0.28593719074715834,-0.7109043411122222,-0.5797093044947245,-0.7505886175004355,T_cells
25,-0.7080570032987203,-0.2665357156292415,-0.5929981147472522,0.9442701601787764,0.9854416140989329,-0.2038773027112204,-0.7786982122663515,-0.3986237065565525,0.0665791560920054,T_cells
26,-0.15685182157364538,-0.1398309024403264,-0.3648658873463835,0.7056296280392396,0.8583037038179496,-0.5319945975402629,-0.11345894811624757,-0.7194652211896198,-0.016504387264464657,T_cells
27,4.338335936367735,3.278147559952436,2.0569411229266255,0.6046751397440735,1.7975219634879205,0.34854017553856775,-0.3121188654542081,2.038211019783118,-0.06773006641740129,B_cells
28,0.6932485456201238,2.4414497301718825,0.6257410733717573,-0.9710847072795603,-3.36088387889183,2.3800818929776244,0.5097576717900074,-0.39974143123177236,0.6584237281775996,Monocytes
29,-0.368649341300411,-0.2214590450878692,-1.273720766008536,0.7863976035467647,-0.08513310126050078,-0.15487418442121664,-0.7293740128116509,-0.3871438259527741,0.26208784586462053,T_cells
30,-0.16445763772544003,-0.15142808764281912,0.01073372013543402,0.6997922452862539,0.09564474731178838,-0.17909239906255253,0.3397625913026194,-0.38595265665466516,-0.38866618331563135,T_cells
31,-0.07317190426481067,-0.446510736064306,0.05386781704649062,0.7301687041176856,0.5738370753444836,-0.5729772657044142,-0.5256958471112662,-0.7267476635439566,-0.8619129278643091,T_cells
32,0.5752873914204387,-0.10984998533431686,-0.10864969887273827,0.6139977242328295,0.6276850217902665,-0.6322387048310972,-0.18737762116573983,-0.6221243534459877,-0.9690555346303771,T_cells
33,-0.9110155584311562,-0.7033191234738131,1.6230516333913672,-1.9759969832316888,-0.8480387446145552,-0.6195976808884276,-0.2702107837651874,1.895756566144693,0.8810140731837623,B_cells
34,-0.2108347421946882,-0.27419171681488136,-0.051921212987000115,0.71184789341664,1.2096976716683994,-0.18344967635649453,-0.2462923895270139,-0.3029852700157438,-0.5647369323093435,T_cells
35,-0.17180262341935418,0.008914324698548151,-0.5872999943566434,0.5439912802958591,0.487167016186388,-0.22195494051542253,0.006781471549663925,-0.2437865643919595,-0.7146129119617369,T_cells
